headline,category,date,source
Oil Prices Rise for Third Straight Day, Oil Markets,2017-10-11 20:52:00,WSJ
Oil Futures Builds on Early Rebound in Asian Trade, Oil Markets,2017-10-13 02:07:00,WSJ
Chevron Loses Taste for Oil in Great Australian Bight, Business,2017-10-13 02:00:00,WSJ
Oil Prices Fall on Rising U.S. Production Concerns, Oil Markets,2017-10-12 19:10:00,WSJ
"Global Oil Supply Lifted by Steady U.S. Production, IEA Says", Oil Markets,2017-10-12 08:00:00,WSJ
"BNP Paribas to Stop Financing Shale, Oil Sands Projects", Oil Markets,2017-10-12 06:06:00,WSJ
Strong Chinese Crude Imports Boost Oil Prices, Oil Markets,2017-10-13 21:00:00,WSJ
U.S. Oil-Rig Count Fell by Five in Latest Week, Oil Markets,2017-10-13 17:24:00,WSJ
Oil Futures Gain in Asia on Mideast Tensions, Oil Markets,2017-10-16 01:36:00,WSJ
Global Gas Producers Turn to Next Challenge: Finding Buyers, Business,2017-10-15 12:00:00,WSJ
Oil Futures Little Changed in Asian Trade, Oil Markets,2017-10-17 02:05:00,WSJ
Oil Futures Climb on Persistent Middle East Concerns, Oil Markets,2017-10-18 03:31:00,WSJ
Oil Prices Swing With Geopolitical Risks Still in Focus, Oil Markets,2017-10-17 20:49:00,WSJ
Saudi Oil Minister Plays Down Prospect of Aramco Abandoning IPO, Oil Markets,2017-10-17 20:25:00,WSJ
Insurers Brace for Drop in Enrollment Amid ACA Turmoil, Business,2017-10-18 18:11:00,WSJ
Big Oil Touts Its Core Business: Fossil Fuels, Business,2017-10-18 16:41:00,WSJ
Vivo Energy Bets on Africa With $3 Billion IPO, Markets,2017-10-18 14:10:00,WSJ
Energy Producer Founded by Aubrey McClendon Aims for IPO, Markets,2017-10-18 11:35:00,WSJ
Algeria Adds Voice to Calls for OPEC to Continue Oil Cuts, Oil Markets,2017-10-18 10:35:00,WSJ
Oil Settles Down, Oil Markets,2017-10-19 20:08:00,WSJ
U.S. Oil-Rig Count Fell by Seven in Latest Week, Markets,2017-10-20 17:39:00,WSJ
Former Energy Trader Goes All-In on Bitcoin, Markets,2017-10-21 13:00:00,WSJ
Oil Futures Rise as Kurdistan Worries Persist, Oil Markets,2017-10-23 01:31:00,WSJ
"Hunt for Yield Fuels Boom in Another Complex, Risky Security", Markets,2017-10-22 22:16:00,WSJ
U.S.-Backed Troops Take Syria’s Largest Oil Field From ISIS, World,2017-10-22 14:10:00,WSJ
"Trump Plan for Coal, Nuclear Power Draws Fire From Environmental, Oil Groups", Business,2017-10-22 13:00:00,WSJ
Oil Futures Regain Some Momentum in Asian Trading, Oil Markets,2017-10-24 01:00:00,WSJ
Oil Prices Mixed Amid Tensions in Iraq, Oil Markets,2017-10-23 19:53:00,WSJ
Oil Futures Little Changed, Oil Markets,2017-10-25 02:25:00,WSJ
Oil Rises to Six-Month High on Hopes of Supplies Falling, Oil Markets,2017-10-24 21:00:00,WSJ
Oil Futures Edge Lower in Asia Despite Dollar Drop, Oil Markets,2017-10-26 01:51:00,WSJ
Climate Alarmists Use the Acid-Rain Playbook, Commentary,2017-10-25 22:17:00,WSJ
Vistra Energy Nears Deal to Buy Dynegy, Business,2017-10-25 22:03:00,WSJ
Oil Pulls Back After Stocks Data, Oil Markets,2017-10-25 20:23:00,WSJ
"Saudi Arabia, Russia Want Oil Output Limits Through 2018", Oil Markets,2017-10-25 16:32:00,WSJ
Oil Prices Are Up. Why Aren’t Energy Shares?, Oil Markets,2017-10-25 11:23:00,WSJ
Oil Prices Maintain Thursday’s Gains in Asia, Oil Markets,2017-10-27 02:05:00,WSJ
Oil Prices Finish Higher, Oil Markets,2017-10-26 20:32:00,WSJ
Big Oil’s Suddenly Popular Measure for Success: Break-Even Oil Price, Business,2017-10-26 13:35:00,WSJ
Oil Rises; Brent Tops $60 a Barrel, Oil Markets,2017-10-27 20:26:00,WSJ
Brazil Oil Auction Beats Expectations, Markets,2017-10-27 17:58:00,WSJ
"U.S. Oil Rig Count Rises, While Gas Rig Count Falls", Markets,2017-10-27 17:57:00,WSJ
"Oil Giants’ Profits Soar, but Investors Aren’t Sold", Earnings,2017-10-27 17:33:00,WSJ
Total’s Renewables Bet Disappoints in Third Quarter, Business,2017-10-27 14:17:00,WSJ
Saudis Back More Supply Cuts in Support of Oil Prices, Oil Markets,2017-10-28 13:59:00,WSJ
Oil Futures Pare Back Early Gains in Asia, Oil Markets,2017-10-30 01:27:00,WSJ
Oil Prices Slightly Down in Asia After Hitting 8-Month High, Oil Markets,2017-10-31 02:14:00,WSJ
Oil Prices Close at Eight-Month High, Oil Markets,2017-10-30 20:59:00,WSJ
"Vistra Energy, Dynegy to Merge", Business,2017-10-30 11:57:00,WSJ
Oil Futures Gain Further as API Data Show Decline in Crude Stocks, Oil Markets,2017-11-01 00:57:00,WSJ
"In Mainstream Move, Bitcoin Poised to Join Oil, Gold in Futures Trading", Markets,2017-10-31 22:36:00,WSJ
BP to Restart Share Buybacks as Oil Industry Regains Footing, Earnings,2017-10-31 12:22:00,WSJ
Oil Futures Remain Quiet in Asian Trading, Oil Markets,2017-11-02 01:21:00,WSJ
Oil Prices Waver as Supply Declines, Oil Markets,2017-11-01 19:53:00,WSJ
Analysts Get Bullish on Oil for First Time in 6 Months on OPEC Hopes, Oil Markets,2017-11-01 08:37:00,WSJ
Oil Futures Continue to Rise, Oil Markets,2017-11-03 00:52:00,WSJ
A Deceptive New Report on Climate, Commentary,2017-11-02 22:14:00,WSJ
Streaming Services Help Fuel Growth at CBS, Earnings,2017-11-02 21:54:00,WSJ
Oil Steadies After Fall in U.S. Inventory, Oil Markets,2017-11-02 21:17:00,WSJ
Royal Dutch Shell Closes Out Strong Quarter for Global Oil Firms, Business,2017-11-02 12:47:00,WSJ
Oil Continues to Gain on Investor Optimism, Oil Markets,2017-11-03 20:33:00,WSJ
U.S. Oil and Gas Rig Counts Fall, Oil Markets,2017-11-03 17:55:00,WSJ
Oil Prices Modestly Higher Amid Saudi Shakeup, Oil Markets,2017-11-06 02:09:00,WSJ
Oil Futures Maintain Overnight Gains, Oil Markets,2017-11-07 01:50:00,WSJ
Pemex Chief Hopes Recent Oil Find Makes It More Attractive for Joint Ventures, Business,2017-11-07 00:05:00,WSJ
"Oil Prices Hit Two-Year High, Fueled by Global Growth", Oil Markets,2017-11-06 16:56:00,WSJ
Oil Pulls Back a Bit Further Following API, Oil Markets,2017-11-08 00:40:00,WSJ
Oil Prices Lower as Geopolitical Fears Fade, Oil Markets,2017-11-07 21:50:00,WSJ
OPEC Says Oil Demand Will Grow Past 2040, Oil Markets,2017-11-07 13:30:00,WSJ
Russian Oil Exports Could Be Looming Problem for Prices, Oil Markets,2017-11-07 12:00:00,WSJ
Oil Futures Hold Steady in Asia Trade Amid Lack of Trading Cues, Oil Markets,2017-11-09 01:28:00,WSJ
Opposition to Trump Fuels Democratic Victories in NYC Suburbs, Politics,2017-11-08 23:18:00,WSJ
Oil Prices Slide After EIA Report Shows Rise in U.S. Supplies, Oil Markets,2017-11-08 20:33:00,WSJ
EU Proposes Rules for Offshore Gas Links as Russian-Owned Nord Stream 2 Nears, Europe,2017-11-08 19:56:00,WSJ
Total Expands Natural Gas Business with $2 Billion Deal, Europe,2017-11-08 19:51:00,WSJ
EU Officials Boost Efforts to Meet Paris Climate-Change Commitments, Europe,2017-11-09 18:40:00,WSJ
Oil Falls as Geopolitical Concerns Ease, Oil Markets,2017-11-10 20:59:00,WSJ
U.S. Oil-Rig Count Rises by Nine in Latest Week, Oil Markets,2017-11-10 18:31:00,WSJ
Bahrain Says Militants Guided by Iran Hit Oil Pipeline, Middle East,2017-11-11 19:41:00,WSJ
Oil Futures Largely Flat in Asian Trade, Oil Markets,2017-11-13 02:23:00,WSJ
My Kingdom for a Renewable Energy Source, Commentary,2017-11-12 21:09:00,WSJ
Oil Futures Down Modestly as Investors Await News, Oil Markets,2017-11-14 01:25:00,WSJ
Oil Futures Mixed After OPEC Report, Oil Markets,2017-11-13 20:41:00,WSJ
Oil Futures Slide Further in Asia on Bearish API Inventory Estimate, Oil Markets,2017-11-15 02:28:00,WSJ
Oil Prices Drop on Lower Demand Forecast, Oil Markets,2017-11-14 22:26:00,WSJ
"Oil-Price Recovery Threatened by Weak Demand, Says IEA", Oil Markets,2017-11-14 09:00:00,WSJ
Oil Futures Steady, Oil Markets,2017-11-16 01:40:00,WSJ
A Litigious Climate Threatens Scientific Norms, Commentary,2017-11-15 23:45:00,WSJ
Mexico’s Pemex to Revamp Gas Stations as Competition Steps Up, World,2017-11-15 21:26:00,WSJ
SandRidge Energy Confirms $746 Million Deal to Buy Bonanza Creek, Business,2017-11-15 12:54:00,WSJ
Carlyle Eyes Varo Energy IPO Valuing It at Around $2 Billion, Markets,2017-11-15 08:20:00,WSJ
How Local Utilities Gamed the Natural-Gas Market, Commentary,2017-11-17 00:08:00,WSJ
Q&A: Madagascar’s New Plague Crisis, World,2017-11-16 22:31:00,WSJ
Mexico Secures Even Lower Prices for Clean Energy in Auction, Business,2017-11-16 22:17:00,WSJ
Rising U.S. Oil Stocks Weigh on Prices, Oil Markets,2017-11-16 20:28:00,WSJ
Germany’s Siemens to Slash Jobs Amid Shift to Renewable Energy, Business,2017-11-16 19:54:00,WSJ
How Companies Are Pushing Ahead on Climate-Change Targets, Business,2017-11-16 10:30:00,WSJ
Germany’s Green Energy Meltdown, Review & Outlook,2017-11-17 23:55:00,WSJ
Brent Oil Continues to Underperform, Oil Markets,2017-11-20 02:04:00,WSJ
Oil Ticks Up After Monday Pullback, Oil Markets,2017-11-21 00:45:00,WSJ
Growing Gas Glut Threatens West Texas Oil Boom, Markets,2017-11-20 13:00:00,WSJ
Oil Adds to Tuesday Gains Following API Data, Oil Markets,2017-11-22 01:26:00,WSJ
Oil Rises Ahead of Thanksgiving Holiday, Oil Markets,2017-11-21 22:07:00,WSJ
Oil Futures Largely Maintain Wednesday’s Jump, Oil Markets,2017-11-23 01:12:00,WSJ
Oil Hits Two-Year Highs as U.S. Stockpiles Drop, Oil Markets,2017-11-22 21:17:00,WSJ
"Exxon, Shell, BP Join Forces to Cut Emissions From Natural Gas", Business,2017-11-22 20:40:00,WSJ
U.S. Oil-Rig Count Rises in Latest Week, Oil Markets,2017-11-22 18:48:00,WSJ
Nymex Oil Futures Rising Amid North America Supply Snag, Oil Markets,2017-11-24 02:18:00,WSJ
Oil Prices Dip After U.S. Crude Hits Two-Year High, Oil Markets,2017-11-23 10:41:00,WSJ
WTI Oil Futures Ease From 2 1/2-Year High, Oil Markets,2017-11-27 00:20:00,WSJ
Oil Investors’ Surprise New Worry: An Over-Achieving OPEC, Markets,2017-11-26 18:49:00,WSJ
FBI Investigates Energy Firm EnerVest Over Ohio Shale-Drilling Lease, Markets,2017-11-26 14:00:00,WSJ
America’s New Energy Diplomacy, Review & Outlook,2017-11-28 00:11:00,WSJ
US Oil Futures Pull Back Further, Oil Markets,2017-11-28 00:11:00,WSJ
Oil Falls Ahead of OPEC Meeting, Oil Markets,2017-11-27 21:02:00,WSJ
Oil Eases Further Following U.S. Inventory Reading, Oil Markets,2017-11-29 04:30:00,WSJ
Oil Prices Chase $60 After a Year of Surging Demand, Oil Markets,2017-11-28 23:57:00,WSJ
Anxiety Over OPEC Cuts Weighs on Oil, Oil Markets,2017-11-28 21:52:00,WSJ
Shell to Pay Its Dividend in Cash in Latest Sign of Health for Big Oil, Business,2017-11-28 08:41:00,WSJ
Oil Prices Rebound Some Ahead of OPEC Meeting, Oil Markets,2017-11-30 02:19:00,WSJ
The New Corporate Perk: Gassing Up at Work, Business,2017-11-29 23:43:00,WSJ
Hopes for OPEC Action Boost Banks’ Oil-Price Forecasts, Markets,2017-11-29 07:00:00,WSJ
Electricity Prices Plummet as Gas and Wind Gain Traction, Markets,2017-12-01 04:52:00,WSJ
Oil Rebounds Further Following Output-Cap Extension, Oil Markets,2017-12-01 01:28:00,WSJ
Icahn Considers Board Fight at SandRidge Energy, Business,2017-11-30 23:34:00,WSJ
Oil Prices Rise After OPEC Announces Deal, Oil Markets,2017-11-30 20:16:00,WSJ
OPEC Agrees to Limit Oil Output Through 2018, Markets,2017-11-30 17:11:00,WSJ
Power Shift: How Natural Gas and Renewables Dethroned King Coal, Business,2017-11-30 12:00:00,WSJ
Why the Oil Recovery Is About More Than OPEC Cuts, Markets,2017-11-30 07:00:00,WSJ
Oil Jumps After OPEC Output Extension, Oil Markets,2017-12-01 22:01:00,WSJ
Oil Futures Fall as Dollar Rebounds, Oil Markets,2017-12-04 01:16:00,WSJ
Oil Prices Edge Higher in Asia After Monday’s Pullback, Oil Markets,2017-12-05 01:18:00,WSJ
Oil Prices Wane After OPEC’s Output Cap Extension, Oil Markets,2017-12-04 21:58:00,WSJ
Oil Futures Maintain Post-API Decline, Oil Markets,2017-12-06 02:35:00,WSJ
Oil Ticks Higher on Output Concerns, Oil Markets,2017-12-05 22:10:00,WSJ
Duke Energy Says Some Customers May Be Affected by Data Breach, Business,2017-12-05 21:08:00,WSJ
Oil Rebounds Some After Wednesday’s Slide, Oil Markets,2017-12-07 01:41:00,WSJ
"Move Over, Cushing: Houston Emerges as Oil Trading Hub", Oil Markets,2017-12-06 12:00:00,WSJ
Oil Futures Edge Higher After Morning Downtick, Oil Markets,2017-12-08 02:32:00,WSJ
Oil Gains After Stockpiles-Driven Fall, Oil Markets,2017-12-07 22:25:00,WSJ
Noble Energy Extends Deadline for Sale of Marcellus Venture Stake, Business,2017-12-09 02:36:00,WSJ
Russia Skirts U.S. Sanctions With $27 Billion Arctic Gas Plant, World,2017-12-08 22:41:00,WSJ
"Mexico’s Pemex Says Oil Prices, Competition Kept Potential Partners Away", Business,2017-12-08 19:07:00,WSJ
Big Oil Backs Away From a Former Industry Darling, Business,2017-12-08 17:24:00,WSJ
Oil Futures Ease Amid After End-of-Week Jump, Oil Markets,2017-12-11 00:37:00,WSJ
Oil Prices Rise on Pipeline Shutdown News, Oil Markets,2017-12-11 20:52:00,WSJ
Oil Prices Seen Staying Volatile for Now, Oil Markets,2017-12-13 01:01:00,WSJ
U.S. Criticizes Germany’s Support of New Russian Natural-Gas Line, Europe,2017-12-12 23:44:00,WSJ
Investors Pledge Cuts to Fossil-Fuel Commitments at Paris Meeting, Europe,2017-12-12 22:20:00,WSJ
"Oil Prices Hit High, Before Sliding, Amid Disrupted Supply", Oil Markets,2017-12-12 18:15:00,WSJ
Blast at Austrian Import Hub Chokes European Natural Gas Supply, Markets,2017-12-12 17:30:00,WSJ
"U.S., Japan Express Concern Over China’s Interest in Saudi Oil Giant", Middle East,2017-12-13 23:03:00,WSJ
OPEC Oil Output Falls to Six-Month Low but U.S. Fills Gap, Markets,2017-12-13 12:20:00,WSJ
Oil Prices Consolidate Gains After Thursday’s Rebound, Oil Markets,2017-12-15 00:48:00,WSJ
"World Oil Supply Hits Year High, Boosted by U.S. Shale Surge", Oil Markets,2017-12-14 09:00:00,WSJ
Oil Demand May Exceed Supply Right Now, Oil Markets,2017-12-14 07:20:00,WSJ
Oil Falls as U.S. Production Rises, Oil Markets,2017-12-14 05:29:00,WSJ
Airbus’s Top Brass to Exit Amid Turmoil at Europe’s Plane Giant, Business,2017-12-15 06:42:00,WSJ
Greece’s Olive Oil Industry Offers a Lesson on Economic Hurdles, Europe,2017-12-18 10:30:00,WSJ
Tables Turned: Saudi Arabia Hunts for Oil Assets in the U.S., Business,2017-12-20 23:56:00,WSJ
Oil Prices Edge Up on Bullish Sentiment, Oil Markets,2017-12-21 20:58:00,WSJ
Euronav to Buy Gener8 to Create Oil-Tanker Giant, Oil Markets,2017-12-21 16:22:00,WSJ
Mattress Firm Gets Credit Line As Accounting Probe Roils Its Parent Steinhoff, Business,2017-12-22 22:41:00,WSJ
Oil Majors Interested in Mexican Deep-Water Oil Auction, Oil Markets,2017-12-22 21:40:00,WSJ
"A Year After Its Historic Deal, OPEC Succeeds in Propping Up Oil", Oil Markets,2017-12-25 12:00:00,WSJ
Oil Eases Off More Than Two-Year High, Oil Markets,2017-12-27 20:38:00,WSJ
Commodity Currencies Left Behind in Oil Rally, Markets,2017-12-28 23:08:00,WSJ
Power Plants Bloom Even as Electricity Prices Wilt, Business,2017-12-28 17:39:00,WSJ
Russia Bets on Shale Oil to Defend Its Spot as Top Producer of Crude, Business,2017-12-29 10:30:00,WSJ
"U.S. Steelmakers Raise Their Bets on Energy, Construction", Business,2017-12-31 04:59:00,WSJ
Oil Futures Reverse Early Drop in Asian Trading, Oil Markets,2018-01-02 00:11:00,WSJ
Free Trade Has Been a Boon for Energy Independence, Commentary,2018-01-01 22:00:00,WSJ
"Oil Holds Near Two-Year High, Eyes on Iran", Oil Markets,2018-01-02 21:10:00,WSJ
"Dominion Energy to Buy Scana, Which Had Ended a Nuclear Project", Business,2018-01-03 19:06:00,WSJ
Big Oil Investors Rethink Their Bets, Oil Markets,2018-01-03 17:50:00,WSJ
Trump Administration Proposes Massive Expansion of Oil Drilling, Politics,2018-01-05 02:42:00,WSJ
Trump’s Offshore Energy Opening, Review & Outlook,2018-01-05 00:14:00,WSJ
Climate-Change Policies Can Be Punishing for the Poor, Commentary,2018-01-05 00:05:00,WSJ
The Marrakesh Climate Express, Review & Outlook,2018-01-06 00:24:00,WSJ
Oil Slips After Hitting Three-Year High, Oil Markets,2018-01-05 20:19:00,WSJ
Oil Futures Tick Higher After Friday’s Pullback, Oil Markets,2018-01-08 01:56:00,WSJ
"Iranian Oil Tanker at Risk of Exploding and Sinking, China Says", World,2018-01-09 00:29:00,WSJ
Why Did New England Gas Prices Jump Nearly 90%? Blame the Storm, Markets,2018-01-08 22:14:00,WSJ
Oil Continues to Rally as Data Remain Bullish, Oil Markets,2018-01-10 00:54:00,WSJ
Oil Futures Ease in Asian Trading After Fresh 3-Year Highs, Oil Markets,2018-01-11 00:59:00,WSJ
Oil Extends Rally as Stockpiles Slide and Risks Remain, Oil Markets,2018-01-10 21:04:00,WSJ
US Oil Prices Pull Back Some in Asia, Oil Markets,2018-01-12 01:52:00,WSJ
Climate of Unaccountability, Review & Outlook,2018-01-12 00:39:00,WSJ
Oil Extends Gains Ahead of Trump Iran Decision, Oil Markets,2018-01-11 20:56:00,WSJ
T. Boone Pickens Calls It Quits on Energy Trading, Oil Markets,2018-01-13 00:20:00,WSJ
Growing Appetites Fuel Record U.S. Meat Production, Business,2018-01-12 18:33:00,WSJ
"Oil Price Rally Supported by Demand, OPEC Discipline: Numis", Oil Markets,2018-01-15 02:33:00,WSJ
Shell Bids a Long Goodbye to Middle Eastern Oil, Business,2018-01-15 21:21:00,WSJ
Chevron Returns to Iraqi Kurdistan’s Oil Fields, Business,2018-01-16 20:06:00,WSJ
USA Compression Partners to Buy Business from Energy Transfer Partners, Business,2018-01-16 13:05:00,WSJ
Five Potential Risks to the Oil Rally, Markets,2018-01-16 10:30:00,WSJ
"After Years of Turmoil, Greece Is Close to Exiting Its Bailout", Europe,2018-01-16 10:30:00,WSJ
U.S. Border Plan in Syria Fuels Tensions With Turkey, Middle East,2018-01-18 00:45:00,WSJ
Top Oil-and-Gas Lobbyist Exits, Politics,2018-01-17 15:16:00,WSJ
Oil Hovers Near Three-Year Highs as Investors Parse Supply Data, Oil Markets,2018-01-18 20:07:00,WSJ
"U.S. Oil Output Expected to Surpass Saudi Arabia, Rivaling Russia", Markets,2018-01-19 22:10:00,WSJ
Oil Futures Rebound Some in Asian Trading, Oil Markets,2018-01-22 00:26:00,WSJ
Saudis Push for OPEC Oil Efforts Into 2019, Oil Markets,2018-01-21 11:03:00,WSJ
Oil Futures Rebound After Afternoon U.S. Pullback, Oil Markets,2018-01-23 01:26:00,WSJ
"Oil Ends Higher on Dollar, OPEC", Oil Markets,2018-01-22 20:55:00,WSJ
"FirstEnergy Gets $2.5 Billion From Elliott, Bluescape Investor Group", Business,2018-01-22 20:06:00,WSJ
A Biofuels Bankruptcy, Review & Outlook,2018-01-24 00:52:00,WSJ
Oil Little Changed Despite Reading of Higher U.S. Supplies, Oil Markets,2018-01-24 00:42:00,WSJ
Oil Boosted by IMF Growth Expectations, Oil Markets,2018-01-23 21:48:00,WSJ
Fresh 3-Year High for Oil Futures as Dollar Falls, Oil Markets,2018-01-25 00:47:00,WSJ
Mexico to Auction 37 Oil Blocks in July, Oil Markets,2018-01-24 22:54:00,WSJ
Oil Prices Remain Under Pressure After Uptick in Dollar, Oil Markets,2018-01-26 02:22:00,WSJ
Oil Reverses Gains As Dollar Jumps, Oil Markets,2018-01-25 21:14:00,WSJ
Energy Stocks Catching Up to Crude Rally, Oil Markets,2018-01-27 01:14:00,WSJ
Oil Higher as Dollar Rally Fades, Oil Markets,2018-01-26 20:28:00,WSJ
"Saudi Aramco, the Crude-Oil Giant, Becomes a Force in Refining", Business,2018-01-26 12:00:00,WSJ
UK 4Q GDP Fuels More Pound Gains, Markets,2018-01-26 09:58:00,WSJ
Dozens Recount Pattern of Sexual Misconduct by Vegas Mogul Steve Wynn, Business,2018-01-27 06:02:00,WSJ
U.S. Natural-Gas Futures Retreat, Oil Markets,2018-01-29 03:22:00,WSJ
"Canada’s Oil Producers, in Standoff With Railways, Sit Out Oil-Price Rally", Business,2018-01-28 16:38:00,WSJ
Oil Falls to Session Lows as Monday’s Pullback Builds, Oil Markets,2018-01-30 00:45:00,WSJ
"Nymex, Brent Oil Spread Continues to Narrow", Oil Markets,2018-01-29 05:06:00,WSJ
Oil Futures Maintain Post-API Selloff, Oil Markets,2018-01-31 03:28:00,WSJ
"Investor Pullback, Rising U.S. Output Weigh on Oil", Oil Markets,2018-01-30 21:55:00,WSJ
Oil Futures Edge Higher in Asia, Oil Markets,2018-02-01 01:17:00,WSJ
Oil Edges Higher On Steady Demand, Oil Markets,2018-01-31 21:26:00,WSJ
U.S. Oil Production Tops Mark Last Hit in 1970, Oil Markets,2018-01-31 20:14:00,WSJ
Hedge Funds Push for Overhaul at Marine Fuel Firm, Markets,2018-01-31 15:43:00,WSJ
Big Oil Returns to Drilling—but on a Budget, Business,2018-01-31 12:00:00,WSJ
Energy Woes Take Toll on Siemens, Business,2018-01-31 11:09:00,WSJ
"Oil Futures Rise Further in Asia, Led by WTI", Oil Markets,2018-02-02 01:18:00,WSJ
Oil Climbs on U.S. Gasoline Demand, Oil Markets,2018-02-01 20:44:00,WSJ
U.S. Business Investment Fuels Factory-Sector Momentum, Economic Data,2018-02-01 16:03:00,WSJ
Shell Is Almost Back to the Profits of the Oil Boom, Earnings,2018-02-01 14:47:00,WSJ
Oil Futures Slide in Asia Amid Risk-Off Action, Oil Markets,2018-02-05 04:31:00,WSJ
"Despite Market Turmoil, Corporate Earnings Shine Bright", Markets,2018-02-04 14:00:00,WSJ
